time	I(C1)	I(D1)	I(L1)	I(Rl)	Ix(U2:C)
1.649996124641895e-005	-2.606619e-001	9.631477e-004	1.007197e+000	2.616250e-001	1.006236e+000
1.650091589677685e-005	-2.606130e-001	1.012012e-003	1.007201e+000	2.616249e-001	1.006191e+000
1.650187266086928e-005	-2.605619e-001	1.063158e-003	1.007205e+000	2.616250e-001	1.006144e+000
1.650282764241191e-005	-2.605086e-001	1.116465e-003	1.007208e+000	2.616250e-001	1.006094e+000
1.650378412610971e-005	-2.604529e-001	1.172241e-003	1.007211e+000	2.616251e-001	1.006041e+000
1.650481155416120e-005	-2.603903e-001	1.234978e-003	1.007214e+000	2.616251e-001	1.005982e+000
1.650601547278658e-005	-2.603131e-001	1.312295e-003	1.007217e+000	2.616253e-001	1.005909e+000
1.650738997513706e-005	-2.602197e-001	1.405846e-003	1.007220e+000	2.616255e-001	1.005821e+000
1.650901956111363e-005	-2.601013e-001	1.524529e-003	1.007222e+000	2.616258e-001	1.005710e+000
1.651094311485354e-005	-2.599499e-001	1.676389e-003	1.007223e+000	2.616262e-001	1.005569e+000
1.651334227177354e-005	-2.597416e-001	1.885474e-003	1.007223e+000	2.616270e-001	1.005381e+000
1.651639537217278e-005	-2.594407e-001	2.187675e-003	1.007218e+000	2.616282e-001	1.005124e+000
1.652058760860317e-005	-2.589479e-001	2.682898e-003	1.007201e+000	2.616307e-001	1.004641e+000
1.652673625110197e-005	-2.579790e-001	3.657545e-003	1.007148e+000	2.616365e-001	1.003553e+000
1.653722982701208e-005	-2.554297e-001	6.224859e-003	1.006994e+000	2.616544e-001	1.000770e+000
1.654393478423780e-005	-2.526391e-001	9.037239e-003	1.006845e+000	2.616762e-001	9.978662e-001
1.654760123585754e-005	-2.500226e-001	1.167550e-002	1.006738e+000	2.616977e-001	9.951610e-001
1.654990375119046e-005	-2.473622e-001	1.435858e-002	1.006658e+000	2.617206e-001	9.923528e-001
1.655140460977804e-005	-2.447076e-001	1.703617e-002	1.006601e+000	2.617437e-001	9.895754e-001
1.655240738706546e-005	-2.421287e-001	1.963770e-002	1.006560e+000	2.617664e-001	9.869251e-001
1.655306971752677e-005	-2.396921e-001	2.209572e-002	1.006533e+000	2.617879e-001	9.844374e-001
1.655350700935365e-005	-2.357488e-001	2.607406e-002	1.006514e+000	2.618228e-001	9.804423e-001
1.655379342484047e-005	-2.250632e-001	3.685496e-002	1.006501e+000	2.619180e-001	9.696509e-001
1.655398335510989e-005	-2.052169e-001	5.687840e-002	1.006493e+000	2.620951e-001	9.496188e-001
1.655416985952944e-005	-1.727074e-001	8.967812e-002	1.006485e+000	2.623852e-001	9.168116e-001
1.655437843422862e-005	-1.292725e-001	1.335007e-001	1.006475e+000	2.627729e-001	8.729830e-001
1.655467588511112e-005	-6.716156e-002	1.961662e-001	1.006462e+000	2.633274e-001	8.103054e-001
1.655527078687612e-005	4.696453e-002	3.113113e-001	1.006435e+000	2.643465e-001	6.951309e-001
1.655582436153533e-005	1.410085e-001	4.061951e-001	1.006409e+000	2.651862e-001	6.002271e-001
1.655692793721842e-005	3.063425e-001	5.730057e-001	1.006358e+000	2.666627e-001	4.333729e-001
1.655795775633556e-005	4.393879e-001	7.072397e-001	1.006309e+000	2.678516e-001	2.990809e-001
1.655926650154151e-005	5.719979e-001	8.410351e-001	1.006247e+000	2.690370e-001	1.652136e-001
1.656073670147900e-005	6.639940e-001	9.338541e-001	1.006177e+000	2.698601e-001	7.232303e-002
1.656296653175602e-005	7.167025e-001	9.870360e-001	1.006069e+000	2.703335e-001	1.903341e-002
1.656534255745079e-005	7.264407e-001	9.968641e-001	1.005954e+000	2.704235e-001	9.090283e-003
1.656912044904063e-005	7.269216e-001	9.973543e-001	1.005771e+000	2.704327e-001	8.417188e-003
