time	V(vc)	V(vdd)	V(vo)	V(vsw)
1.657623452349342e-005	1.649957e+001	6.000000e+000	1.667445e+001	1.738313e+001
1.657760769936418e-005	1.649962e+001	6.000000e+000	1.667584e+001	1.739532e+001
1.658033737269530e-005	1.649971e+001	6.000000e+000	1.667695e+001	1.741011e+001
1.658379732928303e-005	1.649984e+001	6.000000e+000	1.667773e+001	1.742170e+001
1.659071724245936e-005	1.650008e+001	6.000000e+000	1.667855e+001	1.743474e+001
1.659869179081435e-005	1.650037e+001	6.000000e+000	1.667916e+001	1.744311e+001
1.660863944401726e-005	1.650072e+001	6.000000e+000	1.667970e+001	1.744851e+001
1.661936370345868e-005	1.650111e+001	6.000000e+000	1.668015e+001	1.745155e+001
1.663319635762488e-005	1.650160e+001	6.000000e+000	1.668062e+001	1.745350e+001
1.664973858187414e-005	1.650220e+001	6.000000e+000	1.668107e+001	1.745463e+001
1.667239720233495e-005	1.650301e+001	6.000000e+000	1.668158e+001	1.745533e+001
1.670318491564429e-005	1.650410e+001	6.000000e+000	1.668213e+001	1.745574e+001
1.673458220230115e-005	1.650522e+001	6.000000e+000	1.668259e+001	1.745592e+001
1.676731239748375e-005	1.650638e+001	6.000000e+000	1.668299e+001	1.745599e+001
1.680087916305570e-005	1.650756e+001	6.000000e+000	1.668335e+001	1.745598e+001
1.683887169987974e-005	1.650889e+001	6.000000e+000	1.668371e+001	1.745591e+001
1.688075922721705e-005	1.651035e+001	6.000000e+000	1.668408e+001	1.745579e+001
1.693011855903853e-005	1.651206e+001	6.000000e+000	1.668450e+001	1.745561e+001
1.698735510667106e-005	1.651402e+001	6.000000e+000	1.668495e+001	1.745537e+001
1.705879554396699e-005	1.651645e+001	6.000000e+000	1.668547e+001	1.745503e+001
1.714717233053300e-005	1.651941e+001	6.000000e+000	1.668609e+001	1.745456e+001
1.726444419724183e-005	1.652327e+001	6.000000e+000	1.668683e+001	1.745386e+001
1.741551963668851e-005	1.652814e+001	6.000000e+000	1.668767e+001	1.745283e+001
1.762381726039351e-005	1.653463e+001	6.000000e+000	1.668863e+001	1.745117e+001
1.789876059495044e-005	1.654284e+001	6.000000e+000	1.668953e+001	1.744856e+001
1.828014544312182e-005	1.655354e+001	6.000000e+000	1.669011e+001	1.744417e+001
1.874414544312218e-005	1.656560e+001	6.000000e+000	1.668987e+001	1.743771e+001
1.920814544312255e-005	1.657656e+001	6.000000e+000	1.668857e+001	1.742997e+001
1.967214544312292e-005	1.658639e+001	6.000000e+000	1.668616e+001	1.742085e+001
2.013614544312328e-005	1.659508e+001	6.000000e+000	1.668265e+001	1.741031e+001
2.060014544312365e-005	1.660264e+001	6.000000e+000	1.667803e+001	1.739829e+001
2.106414544312402e-005	1.660907e+001	6.000000e+000	1.667232e+001	1.738470e+001
2.152814544312438e-005	1.661438e+001	6.000000e+000	1.666552e+001	1.736942e+001
2.199214544312475e-005	1.661856e+001	6.000000e+000	1.665763e+001	1.735228e+001
2.245614544312512e-005	1.662163e+001	6.000000e+000	1.664866e+001	1.733301e+001
2.292014544312548e-005	1.662367e+001	6.000000e+000	1.663870e+001	1.731141e+001
2.323699999999974e-005	1.662455e+001	6.000000e+000	1.663141e+001	1.729533e+001
2.323800000000095e-005	1.662456e+001	6.000000e+000	1.663139e+001	1.729527e+001
2.324000000000336e-005	1.662456e+001	6.000000e+000	1.663134e+001	1.729515e+001
2.324400000000820e-005	1.662456e+001	6.000000e+000	1.663124e+001	1.729493e+001
2.325200000001786e-005	1.662457e+001	6.000000e+000	1.663104e+001	1.729448e+001
2.326800000003720e-005	1.662459e+001	6.000000e+000	1.663065e+001	1.729358e+001
2.330000000007586e-005	1.662463e+001	6.000000e+000	1.662986e+001	1.729177e+001
2.336400000015320e-005	1.662468e+001	6.000000e+000	1.662827e+001	1.728808e+001
2.349200000030787e-005	1.662474e+001	6.000000e+000	1.662503e+001	1.728055e+001
2.349300000030908e-005	1.662474e+001	6.000000e+000	1.662501e+001	1.728049e+001
2.349500000031150e-005	1.662474e+001	6.000000e+000	1.662496e+001	1.728036e+001
2.349900000031633e-005	1.662474e+001	6.000000e+000	1.662486e+001	1.728012e+001
2.350700000032600e-005	1.662474e+001	6.000000e+000	1.662465e+001	1.727963e+001
2.352300000034533e-005	1.662474e+001	6.000000e+000	1.662424e+001	1.727865e+001
2.355500000038400e-005	1.662473e+001	6.000000e+000	1.662341e+001	1.727666e+001
2.361900000046133e-005	1.662470e+001	6.000000e+000	1.662174e+001	1.727263e+001
2.362000000046254e-005	1.662470e+001	6.000000e+000	1.662172e+001	1.727257e+001
2.362200000046496e-005	1.662470e+001	6.000000e+000	1.662166e+001	1.727244e+001
