time	V(vc)	V(vdd)	V(vo)	V(vsw)
1.648657427464392e-005	1.478168e+001	6.000000e+000	1.465110e+001	3.897253e+000
1.648748019343616e-005	1.478165e+001	6.000000e+000	1.465109e+001	3.923394e+000
1.648848164112655e-005	1.478163e+001	6.000000e+000	1.465107e+001	3.953649e+000
1.648944959311942e-005	1.478160e+001	6.000000e+000	1.465106e+001	3.984415e+000
1.649041163178083e-005	1.478158e+001	6.000000e+000	1.465105e+001	4.016588e+000
1.649135578096761e-005	1.478155e+001	6.000000e+000	1.465104e+001	4.049810e+000
1.649231533255944e-005	1.478153e+001	6.000000e+000	1.465104e+001	4.085337e+000
1.649326744112677e-005	1.478150e+001	6.000000e+000	1.465103e+001	4.122417e+000
1.649422765415912e-005	1.478148e+001	6.000000e+000	1.465102e+001	4.161739e+000
1.649518031493231e-005	1.478145e+001	6.000000e+000	1.465101e+001	4.202744e+000
1.649613866198593e-005	1.478143e+001	6.000000e+000	1.465101e+001	4.246085e+000
1.649709214760278e-005	1.478140e+001	6.000000e+000	1.465100e+001	4.291371e+000
1.649804987418398e-005	1.478138e+001	6.000000e+000	1.465100e+001	4.339124e+000
1.649900408386487e-005	1.478135e+001	6.000000e+000	1.465100e+001	4.389048e+000
1.649996124641895e-005	1.478133e+001	6.000000e+000	1.465100e+001	4.441575e+000
1.650091589677685e-005	1.478130e+001	6.000000e+000	1.465100e+001	4.496501e+000
1.650187266086928e-005	1.478128e+001	6.000000e+000	1.465100e+001	4.554190e+000
1.650282764241191e-005	1.478125e+001	6.000000e+000	1.465100e+001	4.614509e+000
1.650378412610971e-005	1.478123e+001	6.000000e+000	1.465100e+001	4.677824e+000
1.650481155416120e-005	1.478120e+001	6.000000e+000	1.465101e+001	4.749284e+000
1.650601547278658e-005	1.478117e+001	6.000000e+000	1.465101e+001	4.837658e+000
1.650738997513706e-005	1.478113e+001	6.000000e+000	1.465102e+001	4.944919e+000
1.650901956111363e-005	1.478109e+001	6.000000e+000	1.465104e+001	5.081391e+000
1.651094311485354e-005	1.478104e+001	6.000000e+000	1.465107e+001	5.256428e+000
1.651334227177354e-005	1.478098e+001	6.000000e+000	1.465111e+001	5.497689e+000
1.651639537217278e-005	1.478090e+001	6.000000e+000	1.465118e+001	5.845613e+000
1.652058760860317e-005	1.478079e+001	6.000000e+000	1.465132e+001	6.409312e+000
1.652673625110197e-005	1.478063e+001	6.000000e+000	1.465164e+001	7.460034e+000
1.653722982701208e-005	1.478036e+001	6.000000e+000	1.465265e+001	9.752917e+000
1.654393478423780e-005	1.478019e+001	6.000000e+000	1.465387e+001	1.157059e+001
